#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321AC1D4D
#Date Time: 2020-12-07 16:08:38.547

Frequency (Hz),Channel 1 (dBV),Channel 2 (dBV)
4.998,-75.43330182870884,-102.8633352667626
5,-73.48924968859271,-91.39932509277091
5.002,-73.2349027549194,-93.08080730714329
5.004,-74.0089938664558,-93.39039407408131
5.006,-75.33750881668966,-90.16780067408354
5.008,-77.47826797025668,-91.30005413967356
5.01,-81.78661907725933,-95.32002863434073
5.012,-86.36069565842193,-100.6881041285928
5.014,-100.3537103166603,-100.9615463498551
5.016,-88.89946952580391,-98.66092969375563
5.018,-82.28979812160397,-98.48101199654501
5.02,-80.9167797447405,-96.04978215527763
5.022,-78.43527744685984,-93.0557832370894
5.024,-79.17689269888855,-91.07050381265404
5.026,-80.93634818851984,-90.08726423306655
5.028,-85.47589794096324,-92.30904887898163
5.03,-92.67989477333062,-98.79201498085381
5.032,-87.77147614736305,-90.83549591236554
5.034,-86.7346657636805,-89.11365316121433
5.036,-83.65536834174438,-89.98162378477375
5.038,-82.68116998480943,-91.37249255470013
5.04,-80.88833610862653,-91.47802980100393
5.042,-80.9197195036688,-90.72766994790723
5.044,-79.69869472624745,-91.02557042202606
5.046,-79.60062356403132,-93.92203807077307
5.048,-79.34936900017073,-96.09887119464189
5.05,-80.17373321356671,-90.24940468008246
5.052,-79.70454092738414,-89.21880665921822
5.054,-80.28969616808087,-89.77534841467698
5.056,-80.1210482171565,-91.31930583343581
5.058,-80.00459156967408,-94.38753753407114
5.06,-78.89108571203514,-95.38999865480247
5.062,-79.96491573941374,-95.56176932441927
5.064,-80.32781478817809,-100.9800758504907
5.066,-82.23180423143506,-103.6786431424592
5.068,-84.29886315598142,-99.82646198728462
5.07,-95.5092388562102,-100.5993114870109
5.072,-105.9841637491749,-98.84009158724339
5.074,-89.60930957646281,-94.61030391377052
5.076,-87.78584773402089,-89.45010401113598
5.078,-85.2364002574604,-87.33372009356779
5.08,-85.82552480446759,-87.56855067794525
5.082,-82.36626890087072,-87.74142580886138
5.084,-80.6415527295523,-88.27817128264697
5.086,-79.43662176032687,-89.5993249966248
5.088,-79.6911033142943,-93.04787493758616
5.09,-79.38287686872245,-96.41592561734242
5.092,-79.11260930884634,-94.14676076106741
5.094,-79.6566868087511,-91.72245818182463
5.096,-80.28502505281004,-93.46403998611615
5.098,-80.6634201869592,-94.19626007483231
5.1,-81.12690890251318,-91.81364533731546
5.102,-85.75447326436368,-91.87780487918687
5.104,-88.6313849350209,-97.81232006688188
5.106,-99.39110057257872,-93.34937747185981
5.108,-103.1003839968491,-87.3704842999115
5.11,-89.89974213781628,-84.63778994142848
5.112,-88.353450232786,-83.9341440622686
5.114,-86.06442513256609,-85.60489175726229
5.116,-88.88528456422173,-88.89073882981489
5.118,-87.88215131629748,-93.71987636960304
5.12,-88.59880141552011,-111.021574851798
5.122,-85.03323721211103,-93.11867283323549
5.124,-80.09762985870744,-87.3455228680422
5.126,-77.29794344225078,-86.00122285199633
5.128,-75.16440932199659,-86.33911384704483
5.13,-74.0623283649058,-88.51564889102825
5.132,-73.10385316506058,-94.46995097739773
5.134,-73.35664911674181,-90.7563589891066
5.136,-73.82526846735001,-87.19589629338
5.138,-75.284810380808,-86.86593386332233
5.14,-76.87349825175248,-87.629176803769
5.142,-78.07107079687418,-89.21952508349115
5.144,-80.03532782178223,-93.83300009525995
5.146,-79.52783250595931,-108.9413850154837
5.148,-80.80036303667562,-98.18402533192065
5.15,-79.45488218475975,-91.45645139998472
5.152,-81.00160302127306,-88.85136297269051
5.154,-81.67812366516654,-86.57071764271309
5.156,-83.95197024946697,-85.29554401353903
5.158,-85.59993455297342,-86.64309101826426
5.16,-88.43453217735291,-89.15372395463658
5.162,-91.3977840465877,-91.9832345794548
5.164,-94.75593723812482,-93.6077137587653
5.166,-90.3101070415041,-89.93666664718434
5.168,-82.74954030514613,-85.48975859746807
5.17,-79.90941739724919,-82.95471973512068
5.172,-76.88268750210155,-82.82904151497712
5.174,-75.89574718631215,-83.93721707095278
5.176,-74.91938881776422,-85.91960949107944
5.178,-74.80672273685576,-88.60972528640394
5.18,-74.46993228002624,-89.17565139237985
5.182,-75.03536356460752,-87.40328285743072
5.184,-74.90657162946439,-85.3020375724232
5.186,-75.36297045273743,-84.6394660008137
5.188,-75.03852859405539,-85.51005672703383
5.19,-75.21731855628224,-85.72043227346703
5.192,-74.60420577660103,-86.17912173278279
5.194,-74.55126810680055,-87.56744586351746
5.196,-74.2784340174039,-87.9224083493464
5.198,-74.68162556750238,-88.36259626715632
5.2,-75.53438224109911,-88.81834241023674
5.202,-77.92453160336404,-88.09737026364594
5.204,-80.85909343655487,-86.70202405274418
5.206,-90.36292277130256,-85.33630163489106
5.208,-99.65409070280556,-84.01030664837194
5.21,-84.68344583989754,-83.79256921955141
5.212,-81.21379742885705,-84.86954675254344
5.214,-78.72091254756727,-87.57007817989444
5.216,-78.46512198188348,-92.3755834816693
5.218,-77.44077491160542,-95.79604852976487
5.22,-78.62999897546247,-97.20118265736534
5.222,-80.3354508557713,-96.39655655963512
5.224,-86.72021925553317,-96.2742943439911
5.226,-90.69897973062922,-99.75902947666854
5.228,-82.49814271797894,-102.5125840542243
5.23,-79.00803080585928,-96.18862749473821
5.232,-76.57997812670919,-92.92176211765386
5.234,-76.58488956495935,-91.38699565178683
5.236,-76.42435292567069,-90.46803739738074
5.238,-77.04869509275892,-92.04021409845691
5.24,-76.48230376224696,-94.72516067507384
5.242,-76.19734518746984,-94.1946972799681
5.244,-75.34063138314927,-93.24413812131925
5.246,-76.07606663544199,-94.5055378545198
5.248,-75.97434850624437,-92.60600632093757
5.25,-78.15249990123529,-92.03936123928068
5.252,-79.65217285442752,-99.08311463410959
5.254,-80.3193075427931,-105.1456923890984
5.256,-80.5430952858125,-101.2156326842985
5.258,-80.96685597887507,-94.37879758555603
5.26,-80.80973956546076,-91.46178487672564
5.262,-83.33024616672674,-93.22531609943132
5.264,-89.99864524265161,-93.41601682824847
5.266,-94.25716150798411,-90.16561807057271
5.268,-85.86840784209093,-88.7261546232514
5.27,-79.81844508420079,-88.29789255856036
5.272,-77.20703415823949,-88.28764355861077
5.274,-74.32536224295119,-86.823445341281
5.276,-72.47375269502361,-86.70268292665855
5.278,-71.36569814712882,-88.42906765345275
5.28,-70.72766591814701,-91.5507474316251
5.282,-70.21562684585291,-95.28344427964866
5.284,-70.55559269273125,-98.21933612699846
5.286,-70.80553952608872,-98.50860162413306
5.288,-71.3416371910987,-93.58467307271485
5.29,-71.75502991412087,-91.53006049878587
5.292,-72.46479662016283,-90.87324463527881
5.294,-73.61073741892396,-93.23994253958352
5.296,-74.82783100737116,-98.2147373281115
5.298,-77.7384621562753,-91.51607223727103
5.3,-81.38902516298219,-89.43978786071486
5.302,-88.31537748451848,-87.77315469763933
5.304,-104.5778507480386,-87.46589849126167
5.306,-90.21476805166314,-90.56390613939539
5.308,-85.35688927257235,-95.96625518490961
5.31,-81.28477556410903,-106.9704267831004
5.312,-80.21003935174301,-98.03791366253787
5.314,-78.00026727723164,-95.62090219729889
5.316,-77.52128098300662,-93.08001408854705
5.318,-76.74221597206171,-90.86805851974567
5.32,-77.51706411113435,-91.1842434691585
5.322,-78.09004001885816,-90.18027960064295
5.324,-80.23827132100888,-88.53122783305119
5.326,-79.55385997060601,-88.30685068310723
5.328,-79.29833539092036,-89.02465295024683
5.33,-78.03152807861782,-89.62096259250555
5.332,-77.55267272292397,-89.86315156953299
5.334,-77.33942705961535,-90.37976638322993
5.336,-77.83612062399698,-90.69398207441516
5.338,-78.65977468298632,-91.69381074202128
5.34,-81.4933166007841,-95.20091283209382
5.342,-84.26479607404006,-99.54751164975271
5.344,-93.636753856581,-103.0197691834837
5.346,-92.72550227331007,-103.4990862880193
5.348,-82.90854703072695,-101.5310038531761
5.35,-79.78529143669587,-108.263100473224
5.352,-76.89857431377547,-107.1085907159654
5.354,-76.45075076828297,-97.46142973594759
5.356,-75.57710811885369,-93.03290823732442
5.358,-75.74775243038994,-89.48726280377578
5.36,-75.44121863761289,-86.18302203458617
5.362,-75.50526556245048,-84.04667767595355
5.364,-75.22490969639188,-83.22624629306529
5.366,-75.84899112698309,-83.69836311611058
5.368,-76.67188778947465,-86.03452288105386
5.37,-78.39821042954622,-88.99684483502529
5.372,-80.04420975628413,-88.74007497820897
5.374,-84.10337560724371,-88.86771584940617
5.376,-85.30175449035413,-89.87991555598134
5.378,-84.52194706984125,-92.49448985809781
5.38,-80.85723540681647,-96.48916706779092
5.382,-81.18752288882916,-90.68553220036989
5.384,-80.98335227389848,-87.32123138346454
5.386,-83.50307362830939,-86.4970229038353
5.388,-85.95710272144173,-87.3998765918506
5.39,-89.14866049326619,-92.46562231313638
5.392,-88.78490206495934,-97.42978624550588
5.394,-89.65519697438521,-91.01932687314053
5.396,-89.84575419550674,-90.55179482509351
5.398,-87.84442150916276,-93.89401850643482
5.4,-86.8940679533078,-101.3687637653673
5.402,-83.64968466052707,-91.81422061452481
5.404,-82.87775974082395,-86.78873731192154
5.406,-81.58736162003476,-84.35720489896204
5.408,-81.33940429768442,-83.96995512643336
5.41,-82.62784557631427,-84.62432801695391
5.412,-82.65875671622763,-84.81792141446101
5.414,-86.96640697936631,-84.8465445112989
5.416,-87.07366866233544,-84.45369356686926
5.418,-88.08539432636954,-83.76177512281514
5.42,-83.19801007652983,-83.98312933469501
5.422,-81.1153954613404,-86.09189637938569
5.424,-80.37576166804828,-91.18533012930999
5.426,-80.50905289962414,-97.53479704532447
5.428,-80.51273578935763,-113.158508352096
5.43,-82.08989995657548,-98.85627331664699
5.432,-82.6191128620092,-96.98908663227255
5.434,-83.42306292991759,-96.95900180931235
5.436,-82.35960036946373,-93.72738694293902
5.438,-82.76934100245984,-93.13621297527834
5.44,-82.22956736687647,-93.26942580172478
5.442,-84.07572639026766,-92.36146715241317
5.444,-86.43812546709464,-93.40744765198181
5.446,-91.06984885216499,-94.67571368801529
5.448,-92.83793421389434,-97.87515786272974
5.45,-89.4675960152493,-95.46510592383923
5.452,-92.25519752558098,-92.566309613919
5.454,-90.19398413461276,-92.81062346011993
5.456,-88.89220165269363,-94.93179339728778
5.458,-85.68646828375086,-96.14426231900401
5.46,-80.52117902977498,-91.92698528766886
5.462,-78.04441954671999,-90.32402532988955
5.464,-75.94901454280114,-89.8339214519593
5.466,-74.97189053503509,-89.73973834918161
5.468,-73.73835856054696,-88.43519465768441
5.47,-73.98030708805643,-87.96896546358916
5.472,-74.40858415459785,-90.56928811332072
5.474,-75.90428139441892,-92.46323871521739
5.476,-76.6919990295647,-92.06389599195145
5.478,-78.49884983734052,-90.37483882339444
5.48,-78.86421070201256,-89.31019759263583
5.482,-80.12029442695095,-89.15526412459985
5.484,-79.69035011771444,-89.7737737782806
5.486,-80.16748680141455,-93.57210222122134
5.488,-79.48829223627624,-99.62704367886224
5.49,-80.71941827226381,-94.69576521404096
5.492,-80.7913034394838,-90.80354013557618
5.494,-83.0199699486714,-88.89579935134842
5.496,-87.32320350637664,-92.06905196830687
5.498,-91.27302582239908,-94.81518364694236
5.5,-94.45876122757247,-96.62700621191128
5.502,-86.80523119513612,-99.5506757818585
5.504,-85.52665330566029,-94.68338503463899
5.506,-84.84662099622854,-91.71798999866938
5.508,-89.59743576146715,-90.83498135073978
5.51,-89.01477480579553,-90.89784402142298
5.512,-93.13091292120369,-91.80068873638929
5.514,-92.64014388635481,-96.51202277253481
5.516,-93.33258355962852,-99.50697381804657
5.518,-90.55889420110481,-93.20960371228946
5.52,-91.52784914081769,-90.62162194497823
5.522,-86.34922282224107,-88.74880336156556
5.524,-85.07243641305864,-87.62943005386171
5.526,-83.23824416985703,-86.64912175793921
5.528,-81.82920234299979,-86.12941378988724
5.53,-79.30132766154429,-86.63049207844921
5.532,-77.44241998905707,-86.84324767380275
5.534,-75.77394167650746,-87.31430304331357
5.536,-75.24247377850021,-87.96401212117024
5.538,-75.02781596088036,-88.01535234543329
5.54,-76.03960687759793,-87.81891593713317
5.542,-76.21880451343209,-88.49269091162073
5.544,-78.94132424278388,-91.08087576276482
5.546,-81.00255042271891,-98.12367356001531
5.548,-84.16359226627372,-102.6279973905309
5.55,-87.04128420020409,-94.86033739087709
5.552,-89.59548827545447,-91.61715304844617
5.554,-85.76571767725241,-90.41472447436831
5.556,-84.53336098883207,-91.19697701505389
5.558,-80.60490198051488,-91.83838227550297
5.56,-79.35119583954354,-90.48382242522226
5.562,-78.35985651600134,-89.7879083614437
5.564,-79.28825255281866,-90.52276921927132
5.566,-79.65082037501236,-91.18389501399616
5.568,-81.15366671647254,-93.63478256484285
5.57,-80.78928039313489,-98.9481938614816
5.572,-82.82155873917685,-98.66520105207414
5.574,-82.74358984661384,-97.61595178938096
5.576,-85.35134215178661,-99.9519489151472
5.578,-89.78818032871087,-115.0066887930185
5.58,-102.3018655914557,-97.45512714947814
5.582,-99.48655640308495,-96.16022717484056
5.584,-98.39377114413729,-95.79967111237936
5.586,-89.83831584194762,-94.12563275567386
5.588,-90.09145636899189,-93.32934881085995
5.59,-86.24274199531772,-92.01103491306718
5.592,-86.42399380991674,-91.51630272555519
5.594,-86.5518641025651,-89.66345084218163
5.596,-84.54264898931115,-88.30812410365525
5.598,-85.16984408474649,-87.61190256741943
5.6,-85.59112204106867,-87.37687647786599
5.602,-86.36590307115702,-90.7099075548077
5.604,-85.23514672661986,-102.5385235454289
5.606,-83.07964811567457,-95.49452076614784
5.608,-81.27231247991929,-91.20202968538108
5.61,-79.37240433885977,-89.04078012093206
5.612,-79.54710095351868,-90.27002427881655
5.614,-79.49819803613357,-94.67992388394178
5.616,-80.48339785473513,-96.45334308091148
5.618,-80.96770783487733,-90.45174563781886
5.62,-81.61267203671628,-88.26573263296669
5.622,-80.53646742956053,-87.7170341448747
5.624,-81.54315152347439,-89.36528084480214
5.626,-81.18546903226618,-93.95343069475432
5.628,-83.49768897941358,-98.22212312904557
5.63,-84.56154837889565,-99.73249839474093
5.632,-87.02335653568346,-95.01181725688849
5.634,-86.00048448204899,-91.62780551733852
5.636,-84.71147479935877,-90.45099449460949
5.638,-84.71745679738467,-94.5196129046512
5.64,-82.44701234195239,-100.3497492283566
5.642,-83.35415232134622,-91.38347862323721
5.644,-84.3695473782621,-88.12275790289098
5.646,-87.79172604873034,-86.39987772338048
5.648,-84.4321569529105,-86.76695042725189
5.65,-81.53766369863087,-88.57726789437419
5.652,-80.14671649897113,-90.17305817375313
5.654,-79.02643968093511,-91.60457687510703
5.656,-78.95469569692588,-97.26156277232107
5.658,-79.93728202901649,-114.7863906021022
5.66,-79.24397219043566,-102.7457454845081
5.662,-79.18253066974387,-96.86064355287043
5.664,-78.79712889780585,-90.3321110961146
5.666,-77.6762214108527,-88.18376079373634
5.668,-77.18590599325691,-88.10477441550609
5.67,-77.46636253847244,-87.71488087485224
5.672,-77.55578309963371,-87.82628825079516
5.674,-79.11127951005255,-88.44495256185836
5.676,-79.2788388344717,-89.91957287413619
5.678,-79.406497787215,-92.1290087600978
5.68,-78.91580894231589,-90.74236385881589
5.682,-78.43163598042511,-87.72403758613434
5.684,-77.56399960295559,-86.859801296344
5.686,-78.40717759294385,-88.94821684475536
5.688,-79.28796831343547,-95.6607896125844
5.69,-80.76551509430161,-109.4844432676563
5.692,-81.27473217690797,-99.18277737635229
5.694,-81.35993602544362,-98.60190360378735
5.696,-82.08194755644604,-93.54450580668862
5.698,-81.51168326810054,-93.60567158514044
5.7,-84.20368654857506,-94.33138527610328
5.702,-86.69080250657382,-97.47310421785397
5.704,-88.46401075194791,-99.18515131832349
5.706,-94.50229555509522,-92.70221896011745
5.708,-95.67077605723662,-92.89177691520507
5.71,-91.46632431071981,-92.83413320833871
5.712,-90.33031876548728,-94.75950102610693
5.714,-88.8760357064331,-99.51263962004546
5.716,-88.19881586310443,-96.03475856692732
5.718,-88.68341859445137,-95.92351611225622
5.72,-94.91284250350813,-97.07207882656738
5.722,-93.84098507098038,-97.81324915901168
5.724,-101.3030643898147,-98.06651592309908
5.726,-98.42623000021246,-94.59406984939739
5.728,-102.6104293571318,-94.37855145054573
5.73,-91.17941411575055,-93.23181821023095
5.732,-87.26890076477004,-92.34229021537433
5.734,-84.23059229214913,-95.74975712041889
5.736,-83.73338477219072,-98.83673094844178
5.738,-81.87229138606261,-96.08038110265053
5.74,-81.8455359340324,-96.84578537543253
5.742,-80.38945718053398,-97.90917844235429
5.744,-80.58200830374533,-97.21126578776408
5.746,-79.55515571852763,-98.64933725947679
5.748,-79.48466660592007,-97.63956933399454
5.75,-79.35773610410138,-96.70172244868604
5.752,-79.27869176005495,-95.44772218429577
5.754,-80.59506540349736,-94.22360744438143
5.756,-81.37824108753983,-97.30071372274139
5.758,-82.9738255920703,-106.0811132987937
5.76,-83.36386569568279,-102.4997283657431
5.762,-87.8017711725274,-95.44856458352287
5.764,-89.81921045642919,-89.72465729631124
5.766,-94.51004698617007,-87.24166852961284
5.768,-96.09581801840596,-86.55270708404502
5.77,-93.19686266072139,-86.74246148493853
5.772,-93.44911216831375,-89.040710342178
5.774,-87.30438506378862,-91.34367052894937
5.776,-87.17697356298261,-91.6985734003424
5.778,-87.24398779148514,-88.74574173254626
5.78,-91.07165469608111,-86.3213725778278
5.782,-92.12458217069398,-84.91384225570287
5.784,-91.09263149039589,-84.7611136864335
5.786,-88.56614506966562,-87.89547751884976
5.788,-84.47138223934418,-93.93580366023218
5.79,-84.12032286798846,-95.43639884535463
5.792,-82.29585500698775,-94.18484284263431
5.794,-84.70074099678558,-92.27116010476344
5.796,-85.66596760982735,-91.77624424720437
5.798,-88.36980724439698,-93.06583898454271
5.8,-87.46441536981962,-101.5737897931119
5.802,-84.71094674644104,-95.07807063178488
5.804,-83.77505133066069,-88.52472440979776
5.806,-81.01974307136584,-85.47972060869222
5.808,-80.39206581134165,-84.98522528347856
5.81,-80.19956203129318,-88.14752428330399
5.812,-81.65545022830918,-93.63821001591278
5.814,-82.65876619393029,-97.52768498657908
5.816,-87.47880352164394,-95.35413199329557
5.818,-88.41957504038702,-93.45931249984658
5.82,-91.35154590637467,-91.87376993976432
5.822,-92.56519057331758,-92.04472643559102
5.824,-89.78100178288437,-94.26235438732816
5.826,-88.88551272442936,-99.73076214488913
5.828,-88.05726293216439,-102.1200716652282
5.83,-91.47374118212126,-98.16070919179239
5.832,-91.85063042635272,-94.16595431254257
5.834,-103.6249378006802,-92.17874401131689
5.836,-91.9694569950918,-92.4763304278602
5.838,-84.40890619310838,-94.26488905034226
5.84,-81.5607229661545,-93.99841536187985
5.842,-79.00373638812822,-92.92452657987879
5.844,-78.89955332239219,-94.45227843562117
5.846,-78.0730336552834,-95.6407248333293
5.848,-79.07423730519561,-98.31549632813949
5.85,-79.42025326862806,-102.7243420090692
5.852,-81.83488425577336,-97.76339119787991
5.854,-83.07334098815542,-95.46124090582873
5.856,-86.75155735684052,-95.32087304784761
5.858,-87.52472386195493,-94.44879475787779
5.86,-92.26316182354333,-93.8292671558694
5.862,-91.86684616032747,-93.02350384993454
5.864,-93.49725122740844,-92.01945801786714
5.866,-91.02794710419346,-92.17921713013405
5.868,-91.54356709579316,-93.64419450595329
5.87,-88.90748302600542,-93.5291314666069
5.872,-91.84886435509159,-97.56604534287844
5.874,-90.68813821812741,-105.4390722110427
5.876,-103.7638933725591,-98.65771373016091
5.878,-100.7382164877271,-96.46905049843149
5.88,-91.22189560250757,-96.26262402190603
5.882,-88.30492767010965,-98.23383246449851
5.884,-86.33239086236586,-101.2407048723307
5.886,-85.94253017518119,-96.57917512786562
5.888,-84.61945131814306,-90.18779284224011
5.89,-85.4254611556582,-87.9239709771234
5.892,-86.36444018718802,-87.06868863030516
5.894,-87.39338421482697,-87.20219327546347
5.896,-85.90921153586464,-88.95126644771841
5.898,-86.090149290488,-95.37726798908707
5.9,-82.60747485213406,-103.2749587863896
5.902,-81.64856045183052,-95.21567024567895
5.904,-80.06717433195378,-91.86590822635586
5.906,-80.72113222159614,-88.731376367433
5.908,-80.12795655659434,-87.63890414598535
5.91,-81.65965504713377,-87.36191689936447
5.912,-82.1771304765175,-87.31754884179179
5.914,-83.7255677511896,-88.24731535705888
5.916,-84.45312580406838,-91.06425152268271
5.918,-90.05588617475846,-95.50810867896631
5.92,-94.63659020960044,-98.33428153713956
5.922,-102.9386218930033,-93.59758025537106
5.924,-98.29355918062248,-88.86050989881069
5.926,-90.17135919844237,-86.83870142627049
5.928,-87.03257571935566,-86.63302161875896
5.93,-86.00024884849788,-87.03055735480369
5.932,-84.61005834670212,-88.07761819070755
5.934,-83.38404459705234,-88.95396977534425
5.936,-82.8154888369413,-89.62940312019107
5.938,-84.05587636134997,-92.94691526359517
5.94,-83.86454351370963,-104.2192715590062
5.942,-85.2599536571453,-98.81549314211311
5.944,-86.6116976094105,-95.81701151797307
5.946,-91.59133045718463,-96.07959611835176
5.948,-102.219754564058,-102.0815941277334
5.95,-93.21996471720234,-111.5931434864092
5.952,-88.62615231313301,-103.8209415073287
5.954,-83.54859461798108,-96.58106684782817
5.956,-83.55275835261895,-91.01886950555084
5.958,-81.13671792698526,-89.22996907925577
5.96,-82.19628949738981,-87.84169301066513
5.962,-83.39226610723489,-87.42974226087853
5.964,-84.55718736682948,-89.6939466414287
5.966,-84.99711668366537,-92.44663746106968
5.968,-85.21494797480429,-95.20869065463118
5.97,-84.97062842805613,-111.3304886312376
5.972,-83.96874549144971,-101.4066105864663
5.974,-87.06769757347089,-98.32821732935957
5.976,-86.25310418451143,-97.82730224620899
5.978,-87.59550390741668,-99.63914921508379
5.98,-90.00845848014811,-102.72307081859
5.982,-96.38406467558987,-99.91962457073006
5.984,-93.08311306220443,-98.41036374098609
5.986,-93.15923158428895,-94.75793492768372
5.988,-88.26281954590088,-89.90242535900136
5.99,-85.14947997730656,-87.03825862807489
5.992,-87.75803206148572,-85.42480020195894
5.994,-88.30305724729271,-84.83355508762281
5.996,-92.18971825231806,-85.55736394548171
5.998,-88.59493248100256,-88.12695090147088
6,-82.93175384919353,-91.38198273455166
6.002,-80.62857085620107,-92.27142674546899
6.004,-78.23791005889581,-89.95740358636019
6.006,-76.97729293639316,-88.02023602328586
6.008,-75.85597842431768,-87.90824913873637
6.01,-76.30189652929896,-88.57471585256101
6.012,-76.09516460878753,-88.52216929823592
6.014,-76.77275773048507,-88.27543382153399
6.016,-77.73834596664183,-88.32765349663484
6.018,-77.99016719274829,-90.07294855942079
6.02,-77.99962015209404,-92.76946924385598
6.022,-79.20505226285556,-93.65714175554646
6.024,-81.58256160372122,-91.9384758573341
6.026,-83.96533701209594,-88.64098268783367
6.028,-86.81557502716169,-87.77624976109216
6.03,-87.36454537064419,-86.94210813600081
6.032,-87.51430423019882,-86.70433051223685
6.034,-88.05868918721031,-88.6915402595873
6.036,-86.47458902151236,-91.77284710704576
6.038,-84.82984773434956,-97.73945854676158
6.04,-85.96880435544278,-101.23440434502
6.042,-86.0070874914494,-94.67925229893081
6.044,-86.10387070706327,-90.37191385711296
6.046,-83.45255168052375,-87.55155409862768
6.048,-83.03026968532393,-86.87245362574885
6.05,-81.76457562667053,-87.3190107469391
6.052,-81.03247668427102,-88.94297044046645
6.054,-80.4341364872661,-91.59048061577246
6.056,-81.77674000209761,-94.50406770116537
6.058,-81.05226766910792,-97.20512863052244
6.06,-81.67567412291019,-93.92902200707914
6.062,-80.7050467507882,-92.77917425902172
6.064,-81.48512809071516,-96.14409237743655
6.066,-81.14891651351545,-110.3400115289902
6.068,-82.78487450170772,-93.0047409457417
6.07,-82.86449011868828,-87.68386724563081
6.072,-85.29898778881845,-86.50391434447633
6.074,-87.50884225585237,-87.04501793199596
6.076,-88.99124354781043,-86.59125852864749
6.078,-92.72567442376078,-85.59983842944744
6.08,-99.49692096673381,-85.72530133135201
6.082,-93.42005481015855,-87.18766712849792
6.084,-92.96899028484114,-90.14363015605747
6.086,-89.6392598057005,-94.07851810981083
6.088,-89.30556844342561,-92.9611898598982
6.09,-85.5298512839812,-92.83712748581121
6.092,-87.27604183768864,-94.9976088724114
6.094,-85.85795354671971,-96.15505552874427
6.096,-87.84672202943638,-97.68187033005529
6.098,-88.93023832995027,-95.23772319656084
6.1,-90.09435142877906,-92.85200014731183
6.102,-87.77877098306249,-91.89137578260279
6.104,-91.68659063275911,-90.03291714321585
6.106,-94.70806946224441,-88.04116108495882
6.108,-101.9781759526261,-88.12660728076506
6.11,-91.83549295097416,-89.60115315693795
6.112,-88.2891181114705,-89.61735746593929
6.114,-84.77247999981408,-90.66056934649208
6.116,-84.16248999346713,-95.21995038382579
6.118,-82.67753440053437,-99.06096296069252
6.12,-81.34971986723087,-96.94783399351417
6.122,-82.12135145540097,-98.1696499904364
6.124,-83.91868826561635,-103.4089098751433
6.126,-87.3158808979717,-109.6724802811721
6.128,-99.44563224868074,-117.7358716248181
6.13,-89.99336758836048,-104.8504758032178
6.132,-84.97212778410488,-95.59182004247602
6.134,-81.80277990923146,-92.41631689907663
6.136,-80.09632885011405,-90.93665125154793
6.138,-79.10544558184316,-90.40572587026969
6.14,-79.55420181788517,-90.72936805170275
6.142,-80.54678764242993,-91.59585813376096
6.144,-80.83303176402745,-93.51898926589081
6.146,-83.03513105254608,-96.61276558482216
6.148,-83.79869733820763,-99.70051483785639
6.15,-84.21722914748759,-91.72605757549175
6.152,-83.3751029036921,-88.34266584688378
6.154,-84.82605444327264,-87.65880177805849
6.156,-84.4491839633239,-87.76987359268279
6.158,-86.82621294433496,-88.68842768053739
6.16,-86.27373126260595,-91.91297419499654
6.162,-87.30994309802101,-91.70679683522886
6.164,-85.37121905923303,-89.82993477971247
6.166,-86.02807458945975,-91.09521279014825
6.168,-85.5318742321877,-93.43600416377578
6.17,-85.24096574016987,-99.92805854356236
6.172,-85.78937851004268,-93.57659956864541
6.174,-85.16077716324682,-89.41973757761909
6.176,-87.84222123530259,-89.03008866813113
6.178,-87.42488393314133,-91.30102542314184
6.18,-91.51227898786929,-96.63234992555846
6.182,-94.21397699181014,-92.59898733688584
6.184,-96.18744009203041,-89.10575415875377
6.186,-91.79421356475801,-89.4032731442496
6.188,-88.45819095902891,-90.89758804563053
6.19,-84.78798440860147,-92.23384004499957
6.192,-83.24102308021578,-92.56631836587101
6.194,-84.01782692372603,-91.78470008075135
6.196,-85.61803622432761,-90.60173211010621
6.198,-84.38015316988775,-88.43878121895548
6.2,-82.60035622334865,-88.5178420873967
6.202,-79.09310169216205,-91.77712083270475
6.204,-77.86607122415801,-95.3019629359315
6.206,-76.91587456766135,-101.5016140766568
6.208,-78.03770933956135,-106.1448764782889
6.21,-78.05834629808606,-98.35526863177799
6.212,-79.28012395244293,-92.50046180125855
6.214,-79.72330181841122,-91.69965875168295
6.216,-80.049365765072,-91.93023381231681
6.218,-78.92901789083113,-91.45305061502816
6.22,-79.43346294079856,-92.01024217975835
6.222,-79.1420903974834,-91.25517917255662
6.224,-79.26182274332385,-91.16961090883534
6.226,-79.1162166694476,-91.45608645367993
6.228,-81.1674967427072,-92.76760735532511
6.23,-81.09537721703306,-94.762458286982
6.232,-82.31718979353246,-90.59508527094778
6.234,-83.14691308518869,-88.94468713588392
6.236,-85.96862998640111,-87.71674072003464
6.238,-86.2475474252528,-88.45996149237362
6.24,-83.68115797297895,-93.56451211170091
6.242,-80.67407312383696,-107.5765723107908
6.244,-77.40774872408346,-100.365868545191
6.246,-76.42971606425203,-95.31109667020446
6.248,-75.80907136326691,-91.97462840137214
6.25,-76.7903195792432,-88.43813325804418
6.252,-78.41263995605242,-87.6989709703051
6.254,-83.0120718072851,-88.7394306717964
6.256,-90.67549841226958,-89.50308994252097
6.258,-94.25965728451158,-91.10458046311263
6.26,-87.1920003208123,-97.2888263203035
